review,label
wait staff super friendly .,1
we had a big group but my bill did n't have the tip added .,0
"the buffalo chicken pizza here is fantastic , and very unique .",1
the soup was a weird creamy mess .,0
very impressed !,1
just terrible .,0
wrong .,0
this time i give it _num_ stars .,1
"the toppings were terrible ( pepperoni , sausage .",0
unfortunately the atmosphere did n't make up for the sub par food .,0
this place is amazing !,1
the place is not even kept up anymore .,0
from the moment you walk in they treat you like you are family .,1
not a good vegan experience .,0
the lighting was poor .,0
the atmosphere is very warm and friendly and often with live music .,1
best .,1
this place is great .,1
"yes , it is that good !",1
and then the waitress only brought two of the three beverages .,0
highly recommend .,1
i recommend this the next time you visit the strip .,1
the architecture is magnificent .,1
"after she was treated properly , she healed quickly .",0
i wandered in here looking for a pedicure .,0
really enjoyed it .,1
"it 's not my kind of food , or place .",0
"the wings were good and a little crunchy , just right .",1
so happy this place exists .,1
$ _num_ for wedding soup ?,0
i think pittsburgh deserves better .,0
i would definitely recommend the chili .,1
and great beer .,1
and yes best bike shop in existence is a pretty accurate statement .,1
i would highly encourage others to go elsewhere .,0
& coffee cakes are heaven .,1
food is ok but the service is a thumb down .,0
delicious !,1
food was good .,1
she then starts up the stairs and says `` no go upstairs . '',0
$ _num_ for _num_ items is crazy !,0
service is slow and horrible .,0
this place is great.,1
great theater !,1
it was nothing that would make me want to come back .,0
i received delicious crispy potatoes and sauteed arugula .,1
it 's so nice that locals can pay to belong to the gym .,1
i went here for a first date and we were both truly impressed .,1
"we had no silverware , had to request it repeatedly .",0
was seated for _num_ min and no wait staff came to take our order .,0
i love this place .,1
i think this should be more like _num_ stars .,0
honesty and hard work reflect their old-fashioned business ethics .,1
i warn you dear pirates -- it wo n't be pretty .,0
he talked loudly across the whole restaurant to staff members back in the kitchen .,0
"cute little diner spot , a little outside pittsburgh .",1
the employees are professional and experienced .,1
very good place .,1
even the orange juice was bad .,0
"all in all , this place just needs a bit of organization .",0
waited 15-20 minutes for service and it is not busy .,0
they are always so friendly and can accommodate my schedule !,1
went for the first time yesterday and will definitely go again and again !,1
great restaurant .,1
_num_ but i rounded down .,0
this restaurant is great for anyone in the mood for seafood .,1
it was fantastic !,1
"the wild boar ravioli tasted fine , but the presentation was seriously lacking .",0
so really it was n't a terribly difficult job to be done .,0
"no flavor , soggy french fries , over sauces wings .",0
they are a hot mess .,0
thanks for a great stay !,1
a ok !,1
the other entrees were very good .,1
best part was their in house made spicy cucumbers .,1
really cool and old school inside .,1
highly recommended .,1
everybody was also very nice and helpful .,1
i am not interested in ever going back !,0
total for the above was $ _num_ !,0
they had the same happy hour prices and the service was great.,1
i highly recommend them to anyone .,1
our food waited so long the lettuce & pickles wilted .,0
"i have a idea , get rid of those cashiers , fire them !",0
this place is a bad idea all around .,0
hoping to get a different vet next time i took my other cat there .,0
"fifteen minutes later , the waitress returned , but not with our food .",0
`` i am really happy with my results ! '',1
they were all delicious !,1
"have n't you been to any restaurants , like , ever ?",0
excellent subs on amazing bread .,1
the pepperoni is high quality and dough delicious .,1
the bar is pretty cool - friendly bartender .,1
it was all mushy breading and very little chicken .,0
their shipping operation is also exceptional .,1
she has an attitude and reluctantly made me a new one in _num_ minutes .,0
it was just a bad scene .,0
and the elevator did not work at times .,0
great place .,1
thee buffalo chicken sandwich had no lettuce or tomato on it .,0
you have no idea how badly i want to like this place .,0
i 've already admitted it 's nothing special .,0
the food is awesome and the ambiance is perfect .,1
the prices are affordable and the staff are friendly and helpful .,1
great selection of next and cold cuts .,1
i would n't come here for anything .,0
great bar .,1
wo n't disappoint !,1
"okay thai food , nothing special , and overpriced .",0
"the owner , tom , and the workers will remember your name .",1
"the pancakes were ok , a little mushy but flavorful .",0
the pizza was n't terrible but it certainly was n't good in my opinion .,0
the front staff is very curt and short .,0
this dish was smothered in sauce and had no flavor .,0
great little dinner .,1
"just my experience , but come on people , really ?",0
stopped in here for a sunday brunch and had a great time .,1
"this place is just absolutely outstanding , i ca n't sing it enough praises .",1
i love the player piano and put a quarter in every time !,1
the calamari was very good as was the various sauces with the pasta .,1
definitely will go back when returning to pittsburgh .,1
"maybe i just got an old cake , i do n't know .",0
we were seated and then waited _num_ minutes to even be greeted .,0
"but hey , it 's pittsburgh .",0
"overall , worth a stop if you are in the neighborhood .",1
definitely a fan of all their sandwiches .,1
the food was good .,1
"i left , and do n't intend to return .",0
this is an essential sunday breakfast spot in pittsburgh up there with pamela 's .,1
the cinnamon rolls are great too .,1
"poor service , crappy food .",0
"had a great experience with the staff - quick service , fair prices .",1
no `` thank you '' or `` have a good day '' .,0
she returned not long after and said she was alright .,0
it is absurd !,0
love the price too !,1
this place is a treat ... a very very expensive treat .,1
so clearly lil off there ... other then that we order common breakfast .,0
